ID,start_time,completion_time,survey_duration,profession_1,hobby_coding_2,employment_3,region_4,city_5,age_range_6,new_tool_7,prim_opsyst_14,rather_opsyst_15,purch_influence_16,solution_research_17,highest_edu_18,prim_study_19,edu_importance_20,change_edu_21,job_satisfaction_22,company_size_23,weekly_work_hours_24,overtime_work_25,company_onboarding_process_26,improve_onboarding_27,monthly_salary_28,job_status_29,drivers_for_new_jobs_30,how_learn_about_company_31,dev_community_member_32,which_dev_community_33,age_optional_34,gender_35,transgender_36,sexual_orientation_37,ethnicity_38,disabilitys_39,mental_illness_40,dependents_41,survey_length_42,survey_difficulty_43,final_thoughts_44
43,2020-10-16T11:07:11Z,2020-10-16T11:14:52Z,461,"I used to be a developer by profession, but no longer am",Yes,Employed full-time,Ashanti Region,"kumasi, Ghana",31 - 35,Once every few years,Windows,Windows,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Computer_Science_Engineering,Very important,,Very dissatisfied,Over 100,40,Occasionally: 1-2 days per quarter but less than monthly,Yes,,"GHS 6,000 - GHS 8,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Better work/life balance;Wanting to improve your skills;,"Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,35,Man,No,,,,,,Too long,Neither easy nor difficult,
44,2020-10-16T11:21:02Z,2020-10-16T11:56:54Z,2152,None of these,No,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"tema, Ghana",Above 45,,Windows,BSD,I have some influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,,,,,Slightly satisfied,Below 20,54,Rarely: 1-2 days per year or less,No,I don't know,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,48,Man,No,Prefer not to say,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,I will suggest the Survey should be conducted most often
45,2020-10-16T12:17:53Z,2020-10-16T12:28:22Z,629,I am a student who is learning to code,Yes,Employed full-time,Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Windows,MacOS,I have little or no influence,Start a free trial;,Bachelor,Other_Engineering,Very important,I would study Computer Science,Slightly dissatisfied,Below 20,40,Often: 1-2 days per week,Yes,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);",No,,22,Woman,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,Next button doesn't take you to top of the next page but rather the bottom of it. Clicking on a blank space sometimes opened ads
46,2020-10-16T12:40:01Z,2020-10-16T12:51:05Z,664,I am a developer by profession,No,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"accra, Ghana",20 - 25,Every few months,Linux-based,Linux-based,I have a great deal of influence,Start a free trial;,Master,Mathematics_Statistics,Fairly important,,Very dissatisfied,Below 100,90,Frequently: 3 or more days per week,Yes,,"GHS 15,000 - GHS 20,000","I'm not actively looking, but I am open to new opportunities",Wanting to work with new technologies;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);Personal network - friends or family;",Yes,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Too long,Neither easy nor difficult,
47,2020-10-16T10:04:20Z,2020-10-16T14:15:39Z,15079,I am a developer by profession,Yes,Student,Ashanti Region,"Kumasi, Ghana",26 - 30,Once every few years,Linux-based,Linux-based,I have a great deal of influence,Ask developers I know/work with;Read ratings or reviews on third party siteslike G2Crowd;Start a free trial;,Master,Mathematics_Statistics,Very important,I woud have added something else to my studies,Slightly satisfied,Below 10,60,Frequently: 3 or more days per week,No,Documenting a structure,"GHS 5,000 - GHS 6,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,Kumasi Developer Community;Mozilla Campus Network,28,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
48,2020-10-16T14:59:22Z,2020-10-16T15:08:18Z,536,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"Ashiyie, Ghana",20 - 25,Every few months,Windows,MacOS,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Start a free trial;,Bachelor,Computer_Science_Engineering,Fairly important,,Neither satisfied nor dissatisfied,Below 10,30,Sometimes: 1-2 days per month but less than weekly,,,"GHS 2,500 - GHS 3,000","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better work/life balance;Wanting to improve your skills;,"Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
49,2020-10-16T15:35:51Z,2020-10-16T15:38:27Z,156,I am a student who is learning to code,Yes,"Not employed, but looking for work","Eastern Region, Ghana","Koforidua, Ghana",20 - 25,,Windows,Windows,I have a great deal of influence,Ask developers I know/work with;Start a free trial;,Bachelor,Computer_Science_Engineering,Very important,Nothing,Slightly satisfied,1,6,Sometimes: 1-2 days per month but less than weekly,,,,I am actively looking for a job,Wanting to share accomplishments with a wider network;Wanting to improve your skills;Wanting to work with new technologies;Better compensation;Curious about other opportunities;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",No,,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,
50,2020-10-16T17:29:06Z,2020-10-16T17:40:01Z,655,I am a student who is learning to code,Yes,Student,Ashanti Region,"Kumasi, Ghana",20 - 25,Every few months,Windows,Linux-based,I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Business,Very important,I woud have added something else to my studies,Neither satisfied nor dissatisfied,Over 500,60,Frequently: 3 or more days per week,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Wanting to improve your skills;Wanting to work with new technologies;Better work/life balance;Better compensation;Curious about other opportunities;Wanting to share accomplishments with a wider network;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",No,,,Man,No,Prefer not to say,Black or of African descent,None of the above;,None of the above;,No,Too long,Easy,Would like to have an improved skill and field to have practicalexperience
51,2020-10-16T18:35:49Z,2020-10-16T18:55:08Z,1159,I am a developer by profession,No,National service,Greater Accra Region,"teshie, Ghana",20 - 25,Every few months,Linux-based,Linux-based,I have some influence,Ask developers I know/work with;,Higher_National_Diploma,Information_Technology,Critically important,,Very satisfied,,48,Frequently: 3 or more days per week,Yes,,"Less than GHS 1,500",I am not interested in new job oportunities,Wanting to improve your skills;,"Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,HTU Developer Hub,25,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
52,2020-10-16T18:19:02Z,2020-10-16T19:10:10Z,3068,I am a developer by profession,Yes,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"Spintex, Ghana",20 - 25,Every few months,Windows,Windows,I have little or no influence,Read ratings or reviews on third party siteslike G2Crowd;Ask developers I know/work with;Visit developer communities like Stack Overflow;,Bachelor,Social_Science,Somewhat important,I would study Computer Science,Slightly dissatisfied,Below 10,7,Rarely: 1-2 days per year or less,Yes,,"Less than GHS 1,500",I am actively looking for a job,Better compensation;,"Read company media, such as employees blogs or company culture videos;",Yes,Microsoft User Group,24,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Difficult,
53,2020-10-16T19:44:43Z,2020-10-16T20:01:48Z,1025,I am a developer by profession,No,Employed part-time,Ashanti Region,"Kumasi, Ghana",31 - 35,Every few months,Windows,Windows,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Very important,,Slightly satisfied,Below 100,105,Frequently: 3 or more days per week,Yes,,"GHS 3,000 - GHS 3,500","I'm not actively looking, but I am open to new opportunities",Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;Trouble with leadership at my company;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);Personal network - friends or family;",No,,31,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Easy,
54,2020-10-16T19:50:05Z,2020-10-16T20:03:57Z,832,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"East Legon, Ghana",20 - 25,Every few months,Windows,Windows,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,,,,,,Below 10,100,Frequently: 3 or more days per week,Yes,,,I am not interested in new job oportunities,Curious about other opportunities;Wanting to work with new technologies;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;Company reviews from third party sites (e.g. Glassdoor, Blind);Publicly available financial information (e.g. Crunchbase);",Yes,DevCongress,25,Man,No,Straight / Heterosexual,Biracial,None of the above;,None of the above;,No,Too long,Easy,
55,2020-10-16T19:56:48Z,2020-10-16T20:06:14Z,566,I am a developer by profession,Yes,Employed full-time,Greater Accra Region,"ablekuma, Ghana",26 - 30,This varies depending on work and projects,MacOS,MacOS,I have a great deal of influence,Start a free trial;,Bachelor,Business,Critically important,I would study Computer Science,Neither satisfied nor dissatisfied,Over 500,40,Frequently: 3 or more days per week,No,,"GHS 3,000 - GHS 3,500","I'm not actively looking, but I am open to new opportunities",Better compensation;,Personal network - friends or family;,No,,28,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Difficult,Feedback: I couldnt fill this form on mobile cause I couldnt scroll past number 4 for whatever reason. The web is ok thats what I used
56,2020-10-16T20:07:43Z,2020-10-16T20:12:07Z,264,I am a developer by profession,Yes,Employed full-time,Not in Ghana,0,20 - 25,Every few months,Linux-based,Linux-based,I have a great deal of influence,Read ratings or reviews on third party siteslike G2Crowd;,,,,,,,,,,,,I am not interested in new job oportunities,,,,,,Man,No,Straight / Heterosexual,Black or of African descent,,,,Too long,Neither easy nor difficult,
